-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2022 through 12/31/2022 
Location: Latitude  48.7672   Longitude 11.5064 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 449.8 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/hour) 
PS                    MERRA-2 Surface Pressure (kPa) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,PRECTOTCORR,PS,WS50M
2022,6,20,12,715.26,0.0,95.9,10.2
2022,6,20,13,671.09,0.01,95.88,10.59
2022,6,20,14,560.58,0.02,95.87,10.83
2022,6,20,15,430.95,0.04,95.92,11.03
2022,6,20,16,290.54,0.03,96.04,11.26
2022,6,20,17,202.45,0.01,96.12,9.99
2022,6,20,18,129.66,0.0,96.16,8.62
2022,6,20,19,41.87,0.0,96.21,7.41
2022,6,20,20,0.0,0.0,96.26,6.21
2022,6,20,21,0.0,0.0,96.31,5.36
2022,6,20,22,0.0,0.0,96.35,4.24
2022,6,20,23,0.0,0.0,96.38,3.32
2022,6,21,0,0.0,0.0,96.39,2.91
2022,6,21,1,0.0,0.0,96.38,2.86
2022,6,21,2,0.0,0.0,96.35,3.1
2022,6,21,3,0.0,0.0,96.33,3.59
2022,6,21,4,12.02,0.0,96.32,4.03
2022,6,21,5,81.17,0.0,96.33,3.79
2022,6,21,6,194.35,0.0,96.34,3.54
2022,6,21,7,332.98,0.0,96.34,3.2
2022,6,21,8,446.95,0.0,96.32,2.78
2022,6,21,9,570.76,0.0,96.32,2.26
2022,6,21,10,549.73,0.0,96.31,1.91
2022,6,21,11,671.34,0.0,96.26,1.94
2022,6,21,12,760.56,0.0,96.2,2.08
2022,6,21,13,803.89,0.0,96.15,2.06
2022,6,21,14,703.7,0.0,96.09,1.89
2022,6,21,15,613.83,0.0,96.05,1.79
2022,6,21,16,496.7,0.0,96.02,1.93
2022,6,21,17,319.3,0.0,95.99,2.22
2022,6,21,18,173.39,0.0,95.96,2.65
2022,6,21,19,53.92,0.0,95.95,3.36
2022,6,21,20,0.0,0.0,95.98,4.07
2022,6,21,21,0.0,0.0,95.99,4.5
2022,6,21,22,0.0,0.0,95.98,4.86
2022,6,21,23,0.0,0.0,95.95,5.21
2022,6,22,0,0.0,0.0,95.94,5.16
2022,6,22,1,0.0,0.01,95.94,4.54
2022,6,22,2,0.0,0.11,95.92,3.51
2022,6,22,3,0.0,0.39,95.95,2.27
2022,6,22,4,10.25,0.49,95.95,1.48
2022,6,22,5,48.67,0.15,95.93,2.42
2022,6,22,6,119.77,0.01,95.92,3.19
2022,6,22,7,228.6,0.01,95.99,2.28
2022,6,22,8,293.61,0.04,96.02,1.74
2022,6,22,9,298.02,0.07,96.01,1.74
2022,6,22,10,197.1,0.15,96.02,1.93
2022,6,22,11,233.97,0.2,96.02,1.99
2022,6,22,12,250.98,0.18,96.0,1.89
2022,6,22,13,206.46,0.24,95.99,1.71
2022,6,22,14,195.52,0.32,95.97,1.43
2022,6,22,15,176.04,0.35,95.96,1.13
2022,6,22,16,190.7,0.32,95.95,1.23
2022,6,22,17,118.91,0.25,95.95,1.6
2022,6,22,18,65.44,0.2,95.95,1.9
2022,6,22,19,21.69,0.06,95.96,2.17
2022,6,22,20,0.0,0.02,96.0,2.52
2022,6,22,21,0.0,0.01,96.03,2.91
2022,6,22,22,0.0,0.01,96.07,3.15
2022,6,22,23,0.0,0.03,96.1,3.1
2022,6,23,0,0.0,0.03,96.1,2.71
2022,6,23,1,0.0,0.02,96.1,2.31
2022,6,23,2,0.0,0.01,96.13,1.96
2022,6,23,3,0.0,0.01,96.17,1.7
2022,6,23,4,9.07,0.01,96.21,1.37
2022,6,23,5,68.75,0.0,96.24,0.52
2022,6,23,6,173.6,0.0,96.24,0.39
2022,6,23,7,285.64,0.01,96.25,1.32
2022,6,23,8,419.66,0.02,96.25,2.47
2022,6,23,9,593.86,0.02,96.24,3.16
2022,6,23,10,738.14,0.02,96.22,3.43
2022,6,23,11,768.09,0.02,96.19,3.44
2022,6,23,12,856.26,0.02,96.13,3.4
2022,6,23,13,786.28,0.02,96.08,3.6
2022,6,23,14,734.99,0.01,96.02,4.01
2022,6,23,15,661.59,0.01,95.97,4.57
2022,6,23,16,520.24,0.0,95.92,5.1
2022,6,23,17,367.12,0.0,95.87,5.56
2022,6,23,18,200.61,0.0,95.86,5.68
2022,6,23,19,62.51,0.0,95.86,5.59
2022,6,23,20,0.0,0.0,95.87,5.43
2022,6,23,21,0.0,0.0,95.85,5.31
2022,6,23,22,0.0,0.01,95.81,5.43
2022,6,23,23,0.0,0.04,95.79,5.55
2022,6,24,0,0.0,0.14,95.79,4.84
2022,6,24,1,0.0,0.32,95.78,3.06
2022,6,24,2,0.0,0.54,95.8,1.14
2022,6,24,3,0.0,0.82,95.85,4.46
2022,6,24,4,8.55,0.71,95.88,6.87
2022,6,24,5,56.6,0.37,95.88,6.31
2022,6,24,6,128.77,0.22,95.88,4.7
2022,6,24,7,241.57,0.08,95.88,4.49
2022,6,24,8,356.68,0.01,95.86,4.69
2022,6,24,9,408.89,0.01,95.82,4.77
2022,6,24,10,458.95,0.01,95.77,4.7
2022,6,24,11,517.89,0.02,95.74,4.57
2022,6,24,12,518.13,0.04,95.7,4.33
2022,6,24,13,495.02,0.06,95.67,3.95
2022,6,24,14,218.0,0.07,95.64,3.37
2022,6,24,15,145.71,0.06,95.63,2.58
2022,6,24,16,228.32,0.05,95.62,2.17
2022,6,24,17,124.55,0.17,95.65,2.81
2022,6,24,18,60.55,0.49,95.69,3.74
2022,6,24,19,22.09,0.69,95.73,4.6
2022,6,24,20,0.0,0.99,95.81,6.03
2022,6,24,21,0.0,0.86,95.9,6.95
2022,6,24,22,0.0,0.52,95.95,7.39
2022,6,24,23,0.0,0.42,96.0,7.65
2022,6,25,0,0.0,0.33,96.04,7.26
2022,6,25,1,0.0,0.18,96.07,6.61
2022,6,25,2,0.0,0.11,96.09,5.9
2022,6,25,3,0.0,0.08,96.13,5.55
2022,6,25,4,10.05,0.04,96.18,4.96
2022,6,25,5,80.89,0.01,96.22,4.48
2022,6,25,6,194.38,0.0,96.26,4.32
2022,6,25,7,338.6,0.0,96.28,3.7
2022,6,25,8,480.84,0.01,96.28,3.15
2022,6,25,9,640.87,0.01,96.25,2.93
2022,6,25,10,709.81,0.0,96.23,2.76
2022,6,25,11,776.35,0.0,96.21,2.52
2022,6,25,12,798.51,0.0,96.2,2.21
2022,6,25,13,766.57,0.0,96.17,1.76
2022,6,25,14,691.42,0.0,96.14,1.27
2022,6,25,15,627.7,0.0,96.12,0.97
2022,6,25,16,517.15,0.0,96.1,1.01
2022,6,25,17,373.41,0.0,96.08,1.36
2022,6,25,18,207.73,0.0,96.07,1.98
2022,6,25,19,69.58,0.0,96.08,3.01
2022,6,25,20,0.0,0.0,96.12,4.28
2022,6,25,21,0.0,0.0,96.15,5.1
2022,6,25,22,0.0,0.0,96.17,5.38
2022,6,25,23,0.0,0.0,96.19,5.31
2022,6,26,0,0.0,0.0,96.2,5.11
2022,6,26,1,0.0,0.0,96.21,4.86
2022,6,26,2,0.0,0.0,96.21,4.61
2022,6,26,3,0.0,0.0,96.23,4.36
2022,6,26,4,11.23,0.0,96.26,4.06
2022,6,26,5,84.97,0.0,96.29,3.31
2022,6,26,6,218.63,0.0,96.3,2.24
2022,6,26,7,374.62,0.0,96.31,2.16
2022,6,26,8,539.4,0.0,96.33,2.09
2022,6,26,9,703.17,0.01,96.34,2.03
2022,6,26,10,812.77,0.01,96.32,2.12
2022,6,26,11,876.48,0.01,96.3,2.64
2022,6,26,12,902.96,0.01,96.26,3.4
2022,6,26,13,868.95,0.0,96.23,4.0
2022,6,26,14,787.05,0.0,96.21,4.19
2022,6,26,15,671.14,0.0,96.19,4.12
2022,6,26,16,540.66,0.0,96.16,4.05
2022,6,26,17,378.34,0.0,96.13,4.2
2022,6,26,18,208.03,0.0,96.12,4.46
2022,6,26,19,67.97,0.0,96.13,4.86
2022,6,26,20,0.0,0.0,96.15,5.77
2022,6,26,21,0.0,0.0,96.16,6.77
2022,6,26,22,0.0,0.0,96.15,7.75
2022,6,26,23,0.0,0.0,96.13,8.46
2022,6,27,0,0.0,0.0,96.09,8.6
2022,6,27,1,0.0,0.0,96.05,8.35
2022,6,27,2,0.0,0.0,96.01,7.78
2022,6,27,3,0.0,0.0,95.98,6.82
2022,6,27,4,11.23,0.0,96.0,5.54
2022,6,27,5,77.37,0.0,96.04,3.95
2022,6,27,6,221.41,0.0,96.11,2.86
2022,6,27,7,380.66,0.0,96.15,2.61
2022,6,27,8,530.38,0.0,96.18,3.43
2022,6,27,9,617.51,0.0,96.22,3.7
2022,6,27,10,772.75,0.0,96.25,3.7
2022,6,27,11,782.73,0.0,96.27,3.67
2022,6,27,12,790.68,0.01,96.26,3.73
2022,6,27,13,766.62,0.02,96.26,3.96
2022,6,27,14,701.07,0.06,96.27,4.33
2022,6,27,15,585.77,0.07,96.3,5.1
2022,6,27,16,443.89,0.06,96.33,6.4
2022,6,27,17,282.72,0.05,96.38,7.75
2022,6,27,18,137.73,0.03,96.45,8.52
2022,6,27,19,24.22,0.04,96.52,8.59
2022,6,27,20,0.0,0.18,96.59,7.95
2022,6,27,21,0.0,0.66,96.61,6.97
2022,6,27,22,0.0,1.38,96.6,6.41
2022,6,27,23,0.0,2.51,96.64,5.88
2022,6,28,0,0.0,1.77,96.7,5.51
2022,6,28,1,0.0,1.8,96.81,6.5
2022,6,28,2,0.0,1.64,96.9,6.18
2022,6,28,3,0.0,1.21,96.91,3.37
2022,6,28,4,8.77,0.5,96.87,1.59
2022,6,28,5,63.86,0.06,96.89,2.01
2022,6,28,6,160.2,0.01,96.88,1.84
2022,6,28,7,249.44,0.0,96.88,1.63
2022,6,28,8,351.99,0.0,96.9,1.77
2022,6,28,9,419.97,0.0,96.87,1.75
2022,6,28,10,479.08,0.0,96.85,1.62
2022,6,28,11,504.05,0.0,96.79,2.72
2022,6,28,12,682.55,0.0,96.71,3.81
2022,6,28,13,356.64,0.0,96.68,4.12
2022,6,28,14,336.41,0.0,96.62,4.66
2022,6,28,15,291.62,0.0,96.56,5.04
2022,6,28,16,165.3,0.0,96.49,5.18
2022,6,28,17,120.47,0.0,96.44,4.99
2022,6,28,18,49.7,0.0,96.42,5.0
2022,6,28,19,36.96,0.0,96.42,5.14
2022,6,28,20,0.0,0.0,96.42,5.92
2022,6,28,21,0.0,0.0,96.39,6.65
2022,6,28,22,0.0,0.0,96.34,6.93
2022,6,28,23,0.0,0.0,96.33,6.63
2022,6,29,0,0.0,0.0,96.3,6.42
2022,6,29,1,0.0,0.0,96.25,6.34
2022,6,29,2,0.0,0.0,96.22,5.83
2022,6,29,3,0.0,0.0,96.2,5.22
2022,6,29,4,8.57,0.02,96.2,4.47
2022,6,29,5,48.84,0.03,96.22,3.16
2022,6,29,6,73.92,0.01,96.21,2.35
2022,6,29,7,118.47,0.01,96.2,1.9
2022,6,29,8,176.0,0.02,96.19,1.83
2022,6,29,9,201.96,0.05,96.18,1.81
2022,6,29,10,342.03,0.09,96.18,2.14
2022,6,29,11,432.48,0.06,96.16,1.73
2022,6,29,12,511.29,0.04,96.13,1.17
2022,6,29,13,524.03,0.04,96.1,1.05
2022,6,29,14,491.02,0.06,96.09,1.22
2022,6,29,15,432.01,0.06,96.08,1.34
2022,6,29,16,360.02,0.04,96.07,1.42
2022,6,29,17,262.03,0.01,96.05,1.5
2022,6,29,18,145.51,0.01,96.04,1.68
2022,6,29,19,45.35,0.0,96.04,2.16
2022,6,29,20,0.0,0.0,96.07,3.12
2022,6,29,21,0.0,0.0,96.09,3.82
2022,6,29,22,0.0,0.0,96.1,4.26
2022,6,29,23,0.0,0.0,96.1,4.39
2022,6,30,0,0.0,0.0,96.1,4.23
2022,6,30,1,0.0,0.0,96.09,3.87
2022,6,30,2,0.0,0.0,96.08,3.45
2022,6,30,3,0.0,0.0,96.06,2.91
2022,6,30,4,10.09,0.0,96.06,2.07
2022,6,30,5,78.72,0.0,96.07,0.93
2022,6,30,6,222.58,0.0,96.07,0.27
2022,6,30,7,383.46,0.01,96.08,1.24
2022,6,30,8,562.73,0.01,96.07,2.09
2022,6,30,9,709.1,0.01,96.05,2.73
2022,6,30,10,762.12,0.0,96.01,3.11
2022,6,30,11,834.61,0.01,95.99,3.2
2022,6,30,12,856.79,0.01,95.96,3.06
2022,6,30,13,852.44,0.01,95.93,2.87
2022,6,30,14,678.18,0.01,95.92,2.71
2022,6,30,15,582.3,0.01,95.91,2.67
2022,6,30,16,333.32,0.01,95.9,2.72
2022,6,30,17,212.32,0.01,95.9,2.86
2022,6,30,18,85.45,0.01,95.91,3.0
2022,6,30,19,32.68,0.0,95.9,3.33
2022,6,30,20,0.0,0.0,95.91,3.7
2022,6,30,21,0.0,0.0,95.91,4.2
2022,6,30,22,0.0,0.01,95.94,4.36
2022,6,30,23,0.0,0.03,95.97,4.3
2022,7,1,0,0.0,0.04,96.0,5.36
2022,7,1,1,0.0,0.05,96.06,7.2
2022,7,1,2,0.0,0.08,96.13,8.19
2022,7,1,3,0.0,0.17,96.22,8.2
2022,7,1,4,7.22,0.19,96.29,7.71
2022,7,1,5,33.77,0.13,96.33,7.62
2022,7,1,6,69.95,0.2,96.38,7.67
2022,7,1,7,72.66,0.3,96.45,7.37
2022,7,1,8,87.95,0.47,96.48,7.01
2022,7,1,9,117.22,0.55,96.51,7.02
2022,7,1,10,154.12,0.38,96.56,7.36
2022,7,1,11,141.12,0.42,96.62,7.87
2022,7,1,12,149.59,0.8,96.66,7.77
2022,7,1,13,114.12,1.52,96.72,7.04
2022,7,1,14,66.95,1.15,96.78,6.58
2022,7,1,15,282.24,0.45,96.78,5.48
2022,7,1,16,310.27,0.23,96.83,4.38
2022,7,1,17,220.32,0.01,96.84,3.49
2022,7,1,18,157.98,0.0,96.86,3.37
2022,7,1,19,60.51,0.0,96.93,3.24
2022,7,1,20,0.0,0.0,96.99,4.04
2022,7,1,21,0.0,0.0,97.02,5.36
2022,7,1,22,0.0,0.0,97.05,5.89
2022,7,1,23,0.0,0.0,97.07,5.68
2022,7,2,0,0.0,0.0,97.08,5.18
2022,7,2,1,0.0,0.0,97.1,4.51
2022,7,2,2,0.0,0.0,97.09,3.79
2022,7,2,3,0.0,0.0,97.11,3.01
2022,7,2,4,10.02,0.0,97.12,2.5
2022,7,2,5,89.73,0.0,97.15,2.24
2022,7,2,6,231.34,0.0,97.18,2.12
2022,7,2,7,392.8,0.0,97.21,3.39
2022,7,2,8,560.43,0.0,97.22,4.2
2022,7,2,9,732.84,0.0,97.19,4.66
2022,7,2,10,845.22,0.0,97.16,4.92
2022,7,2,11,906.07,0.0,97.09,5.18
2022,7,2,12,930.38,0.0,97.04,5.44
2022,7,2,13,898.83,0.0,96.97,5.69
2022,7,2,14,825.63,0.0,96.93,5.93
2022,7,2,15,706.9,0.0,96.88,6.08
2022,7,2,16,560.03,0.0,96.83,6.01
2022,7,2,17,391.17,0.0,96.78,5.8
2022,7,2,18,219.51,0.0,96.75,5.61
2022,7,2,19,74.12,0.0,96.72,5.89
2022,7,2,20,0.0,0.0,96.73,6.31
2022,7,2,21,0.0,0.0,96.73,6.0
2022,7,2,22,0.0,0.0,96.73,5.33
2022,7,2,23,0.0,0.0,96.73,4.83
2022,7,3,0,0.0,0.0,96.73,4.6
2022,7,3,1,0.0,0.0,96.7,4.56
2022,7,3,2,0.0,0.0,96.68,4.57
2022,7,3,3,0.0,0.0,96.66,4.5
2022,7,3,4,9.94,0.0,96.67,4.32
2022,7,3,5,97.19,0.0,96.68,3.83
2022,7,3,6,250.41,0.0,96.7,2.81
2022,7,3,7,420.65,0.0,96.71,2.57
2022,7,3,8,585.6,0.0,96.71,3.26
2022,7,3,9,729.94,0.0,96.7,3.89
2022,7,3,10,839.66,0.0,96.67,4.34
2022,7,3,11,902.86,0.0,96.64,4.83
2022,7,3,12,918.52,0.0,96.63,5.43
2022,7,3,13,884.73,0.0,96.61,5.74
2022,7,3,14,814.28,0.0,96.59,5.58
2022,7,3,15,694.06,0.0,96.57,5.29
2022,7,3,16,553.73,0.0,96.54,5.09
2022,7,3,17,385.26,0.0,96.5,4.78
2022,7,3,18,213.61,0.0,96.48,4.43
2022,7,3,19,69.8,0.0,96.48,3.72
2022,7,3,20,0.0,0.0,96.5,3.14
2022,7,3,21,0.0,0.0,96.52,2.6
2022,7,3,22,0.0,0.0,96.52,2.13
2022,7,3,23,0.0,0.0,96.51,1.7
2022,7,4,0,0.0,0.0,96.49,1.55
2022,7,4,1,0.0,0.04,96.47,2.02
2022,7,4,2,0.0,0.6,96.45,3.54
2022,7,4,3,0.0,2.06,96.61,5.98
2022,7,4,4,7.3,0.97,96.67,5.03
2022,7,4,5,40.36,0.38,96.65,3.48
2022,7,4,6,99.09,0.07,96.66,3.34
2022,7,4,7,200.21,0.01,96.67,3.58
2022,7,4,8,279.84,0.0,96.69,4.39
2022,7,4,9,496.2,0.0,96.67,4.37
2022,7,4,10,683.09,0.0,96.64,3.9
2022,7,4,11,691.3,0.0,96.62,3.75
2022,7,4,12,736.52,0.0,96.58,3.84
2022,7,4,13,682.21,0.0,96.54,3.97
2022,7,4,14,621.69,0.0,96.53,4.14
2022,7,4,15,466.73,0.0,96.51,4.5
2022,7,4,16,323.91,0.0,96.47,4.79
2022,7,4,17,216.72,0.0,96.46,4.79
2022,7,4,18,112.54,0.0,96.48,4.64
2022,7,4,19,23.78,0.14,96.49,5.35
2022,7,4,20,0.0,0.17,96.52,6.24
2022,7,4,21,0.0,0.18,96.55,6.85
2022,7,4,22,0.0,0.01,96.57,7.14
2022,7,4,23,0.0,0.0,96.61,6.87
2022,7,5,0,0.0,0.0,96.6,6.36
2022,7,5,1,0.0,0.03,96.59,5.83
2022,7,5,2,0.0,0.03,96.58,5.22
2022,7,5,3,0.0,0.03,96.6,4.33
2022,7,5,4,7.92,0.0,96.62,3.62
2022,7,5,5,73.55,0.0,96.65,3.16
2022,7,5,6,213.54,0.0,96.7,2.4
2022,7,5,7,356.05,0.02,96.73,2.79
2022,7,5,8,498.12,0.07,96.75,3.65
2022,7,5,9,668.68,0.01,96.75,3.77
2022,7,5,10,621.35,0.0,96.73,3.74
2022,7,5,11,773.84,0.0,96.73,3.93
2022,7,5,12,729.04,0.0,96.71,4.31
2022,7,5,13,770.55,0.0,96.7,4.72
2022,7,5,14,686.09,0.0,96.7,5.02
2022,7,5,15,588.93,0.0,96.7,5.19
2022,7,5,16,463.65,0.0,96.69,5.21
2022,7,5,17,328.69,0.0,96.68,5.12
2022,7,5,18,180.74,0.0,96.66,5.1
2022,7,5,19,58.45,0.0,96.67,5.39
2022,7,5,20,0.0,0.0,96.7,5.86
2022,7,5,21,0.0,0.0,96.73,6.23
2022,7,5,22,0.0,0.0,96.75,6.29
2022,7,5,23,0.0,0.0,96.77,6.1
2022,7,6,0,0.0,0.0,96.78,5.89
2022,7,6,1,0.0,0.0,96.77,5.78
2022,7,6,2,0.0,0.0,96.78,5.8
2022,7,6,3,0.0,0.0,96.8,5.79
2022,7,6,4,8.12,0.0,96.83,5.53
2022,7,6,5,80.63,0.0,96.85,4.65
2022,7,6,6,221.52,0.0,96.89,3.76
2022,7,6,7,385.27,0.0,96.93,4.07
2022,7,6,8,544.14,0.0,96.95,4.19
2022,7,6,9,686.18,0.0,96.96,4.78
2022,7,6,10,788.92,0.0,96.94,5.67
2022,7,6,11,675.61,0.0,96.93,6.29
2022,7,6,12,680.38,0.0,96.9,6.53
2022,7,6,13,735.88,0.0,96.87,6.46
2022,7,6,14,584.33,0.0,96.86,6.4
2022,7,6,15,545.03,0.0,96.84,6.35
2022,7,6,16,444.75,0.0,96.83,6.45
2022,7,6,17,329.52,0.0,96.81,6.71
2022,7,6,18,177.25,0.0,96.81,7.1
2022,7,6,19,50.67,0.0,96.82,7.69
2022,7,6,20,0.0,0.0,96.84,8.17
2022,7,6,21,0.0,0.0,96.85,8.03
2022,7,6,22,0.0,0.0,96.85,7.39
2022,7,6,23,0.0,0.0,96.86,6.69
2022,7,7,0,0.0,0.0,96.85,6.0
2022,7,7,1,0.0,0.0,96.83,5.47
2022,7,7,2,0.0,0.0,96.83,5.21
2022,7,7,3,0.0,0.0,96.82,5.21
2022,7,7,4,5.76,0.01,96.82,4.85
2022,7,7,5,41.59,0.0,96.8,4.14
2022,7,7,6,135.41,0.01,96.8,4.15
2022,7,7,7,224.79,0.01,96.78,5.18
2022,7,7,8,337.96,0.04,96.79,6.2
2022,7,7,9,322.8,0.08,96.78,6.96
2022,7,7,10,187.83,0.13,96.79,7.35
2022,7,7,11,246.02,0.26,96.78,7.71
2022,7,7,12,272.7,0.39,96.75,8.32
2022,7,7,13,279.12,0.53,96.74,8.83
2022,7,7,14,318.68,0.63,96.74,9.1
2022,7,7,15,234.7,0.55,96.75,9.17
2022,7,7,16,159.6,0.45,96.75,9.06
2022,7,7,17,141.05,0.27,96.78,8.94
2022,7,7,18,73.18,0.1,96.83,7.96
2022,7,7,19,21.52,0.04,96.88,7.12
2022,7,7,20,0.0,0.07,96.95,7.5
2022,7,7,21,0.0,0.14,97.0,7.91
2022,7,7,22,0.0,0.19,97.07,8.6
2022,7,7,23,0.0,0.13,97.15,9.56
2022,7,8,0,0.0,0.04,97.21,8.67
2022,7,8,1,0.0,0.01,97.25,7.22
2022,7,8,2,0.0,0.0,97.27,6.44
2022,7,8,3,0.0,0.0,97.31,6.29
2022,7,8,4,6.84,0.0,97.35,6.02
2022,7,8,5,63.98,0.0,97.4,5.47
2022,7,8,6,175.0,0.01,97.45,5.7
2022,7,8,7,288.9,0.01,97.5,5.44
2022,7,8,8,395.46,0.01,97.53,4.96
2022,7,8,9,417.8,0.01,97.54,4.72
2022,7,8,10,518.3,0.0,97.55,4.43
2022,7,8,11,522.52,0.0,97.55,4.15
2022,7,8,12,727.16,0.0,97.53,4.05
2022,7,8,13,619.77,0.0,97.5,4.04
2022,7,8,14,690.38,0.0,97.48,4.18
2022,7,8,15,603.62,0.0,97.48,4.37
2022,7,8,16,506.39,0.0,97.47,4.38
2022,7,8,17,368.78,0.0,97.45,4.22
2022,7,8,18,208.61,0.0,97.43,3.78
2022,7,8,19,67.92,0.0,97.42,3.21
2022,7,8,20,0.0,0.0,97.46,2.93
2022,7,8,21,0.0,0.0,97.48,3.08
2022,7,8,22,0.0,0.0,97.48,3.37
2022,7,8,23,0.0,0.0,97.48,3.52
2022,7,9,0,0.0,0.0,97.45,3.54
2022,7,9,1,0.0,0.0,97.42,3.5
2022,7,9,2,0.0,0.0,97.4,3.29
2022,7,9,3,0.0,0.0,97.39,2.9
2022,7,9,4,6.52,0.0,97.39,2.36
2022,7,9,5,71.26,0.0,97.39,1.68
2022,7,9,6,187.8,0.0,97.39,1.35
2022,7,9,7,327.01,0.0,97.38,2.26
2022,7,9,8,482.59,0.01,97.36,2.97
2022,7,9,9,612.31,0.01,97.31,3.42
2022,7,9,10,656.27,0.01,97.27,3.74
2022,7,9,11,658.69,0.01,97.23,4.04
2022,7,9,12,505.87,0.03,97.17,4.57
2022,7,9,13,487.62,0.04,97.12,5.22
2022,7,9,14,458.06,0.04,97.07,5.78
2022,7,9,15,401.26,0.04,97.04,6.18
2022,7,9,16,283.48,0.02,97.0,6.24
2022,7,9,17,192.75,0.02,96.97,5.96
2022,7,9,18,95.22,0.01,96.93,5.42
2022,7,9,19,31.0,0.02,96.91,5.32
2022,7,9,20,0.0,0.06,96.92,5.56
2022,7,9,21,0.0,0.16,96.93,5.8
2022,7,9,22,0.0,0.16,96.94,5.77
2022,7,9,23,0.0,0.1,96.92,5.86
2022,7,10,0,0.0,0.03,96.9,6.25
2022,7,10,1,0.0,0.01,96.88,6.59
2022,7,10,2,0.0,0.0,96.87,6.86
2022,7,10,3,0.0,0.0,96.88,6.96
2022,7,10,4,6.5,0.0,96.9,6.45
2022,7,10,5,51.01,0.0,96.92,5.42
2022,7,10,6,115.06,0.0,96.94,5.52
2022,7,10,7,218.98,0.01,96.95,5.79
2022,7,10,8,332.74,0.01,96.95,6.33
2022,7,10,9,507.68,0.01,96.93,6.68
2022,7,10,10,643.0,0.0,96.93,6.94
2022,7,10,11,561.64,0.0,96.92,7.07
2022,7,10,12,633.76,0.0,96.92,7.12
2022,7,10,13,723.97,0.0,96.91,7.07
2022,7,10,14,704.7,0.0,96.9,7.0
2022,7,10,15,622.32,0.0,96.9,6.87
2022,7,10,16,481.22,0.0,96.89,6.71
2022,7,10,17,320.77,0.0,96.89,6.48
2022,7,10,18,176.3,0.0,96.9,6.19
2022,7,10,19,56.27,0.0,96.92,5.91
2022,7,10,20,0.0,0.0,96.96,6.09
2022,7,10,21,0.0,0.0,96.99,6.23
2022,7,10,22,0.0,0.0,97.01,6.0
2022,7,10,23,0.0,0.0,97.02,5.51
2022,7,11,0,0.0,0.0,97.0,5.04
2022,7,11,1,0.0,0.0,96.99,4.58
2022,7,11,2,0.0,0.0,96.97,4.22
2022,7,11,3,0.0,0.01,96.95,4.0
2022,7,11,4,6.08,0.01,96.94,3.8
2022,7,11,5,74.05,0.02,96.95,3.33
2022,7,11,6,137.27,0.02,96.97,3.28
2022,7,11,7,234.8,0.04,96.98,3.81
2022,7,11,8,347.08,0.05,96.97,4.29
2022,7,11,9,372.24,0.04,96.95,4.54
2022,7,11,10,419.66,0.02,96.94,4.61
2022,7,11,11,442.84,0.02,96.94,4.68
2022,7,11,12,407.54,0.01,96.93,4.79
2022,7,11,13,425.85,0.01,96.92,4.94
2022,7,11,14,390.98,0.01,96.93,4.89
2022,7,11,15,332.73,0.01,96.94,4.72
2022,7,11,16,252.52,0.0,96.93,4.54
2022,7,11,17,166.88,0.0,96.91,4.28
2022,7,11,18,88.59,0.0,96.91,3.89
2022,7,11,19,33.79,0.0,96.91,3.55
2022,7,11,20,0.0,0.0,96.95,3.69
2022,7,11,21,0.0,0.0,97.0,4.17
2022,7,11,22,0.0,0.0,97.03,4.56
2022,7,11,23,0.0,0.0,97.03,4.56
2022,7,12,0,0.0,0.0,97.02,4.38
2022,7,12,1,0.0,0.0,97.01,4.19
2022,7,12,2,0.0,0.0,97.01,4.07
2022,7,12,3,0.0,0.0,97.03,3.98
2022,7,12,4,6.65,0.0,97.05,3.7
2022,7,12,5,65.26,0.0,97.07,3.2
2022,7,12,6,199.12,0.0,97.11,2.4
2022,7,12,7,339.77,0.0,97.15,2.72
2022,7,12,8,522.37,0.0,97.15,3.01
2022,7,12,9,635.14,0.0,97.14,3.15
2022,7,12,10,523.93,0.0,97.15,3.23
2022,7,12,11,723.83,0.0,97.14,3.27
2022,7,12,12,725.38,0.0,97.12,3.57
2022,7,12,13,791.01,0.0,97.1,3.82
2022,7,12,14,760.73,0.0,97.09,3.98
2022,7,12,15,653.85,0.0,97.08,4.03
2022,7,12,16,523.24,0.0,97.07,4.0
2022,7,12,17,358.04,0.0,97.06,3.89
2022,7,12,18,192.77,0.0,97.06,3.68
2022,7,12,19,56.42,0.0,97.08,3.44
2022,7,12,20,0.0,0.0,97.12,3.22
2022,7,12,21,0.0,0.0,97.13,2.65
2022,7,12,22,0.0,0.0,97.13,1.83
2022,7,12,23,0.0,0.0,97.12,0.86
2022,7,13,0,0.0,0.0,97.11,0.42
2022,7,13,1,0.0,0.0,97.11,1.09
2022,7,13,2,0.0,0.0,97.11,1.76
2022,7,13,3,0.0,0.0,97.1,2.36
