-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2023 through 12/31/2023 
Location: Latitude  49.479   Longitude 11.1906 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 425.69 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS                    MERRA-2 Surface Pressure (kPa) 
WS50M                 MERRA-2 Wind Speed at 50 Meters (m/s) 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) 
WD50M                 MERRA-2 Wind Direction at 50 Meters (Degrees) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS50M,ALLSKY_SFC_SW_DWN,WD50M,T2M
2023,3,31,21,95.09,10.47,0.0,246.76,7.8
2023,3,31,22,95.08,10.72,0.0,247.96,7.45
2023,3,31,23,95.08,11.04,0.0,249.76,7.09
2023,4,1,0,95.08,11.11,0.0,249.19,6.8
2023,4,1,1,95.09,11.12,0.0,247.31,6.69
2023,4,1,2,95.1,11.1,0.0,245.06,6.71
2023,4,1,3,95.12,11.2,0.0,245.88,6.64
2023,4,1,4,95.13,11.19,0.0,245.89,6.51
2023,4,1,5,95.13,11.17,0.0,244.83,6.38
2023,4,1,6,95.13,11.07,31.94,242.55,6.48
2023,4,1,7,95.13,10.88,71.62,238.2,7.02
2023,4,1,8,95.12,11.62,150.77,236.72,7.86
2023,4,1,9,95.12,12.26,216.21,238.76,8.48
2023,4,1,10,95.13,12.14,262.6,242.78,8.27
2023,4,1,11,95.14,11.58,251.51,246.84,7.93
2023,4,1,12,95.15,11.0,238.61,249.47,8.08
2023,4,1,13,95.16,10.65,276.67,251.66,8.65
2023,4,1,14,95.17,10.42,234.73,253.81,9.1
2023,4,1,15,95.19,10.51,169.77,255.18,9.11
2023,4,1,16,95.22,9.86,89.04,253.1,8.38
2023,4,1,17,95.25,9.4,49.7,250.38,7.9
2023,4,1,18,95.3,9.42,12.94,251.99,7.62
2023,4,1,19,95.36,9.2,0.0,254.28,7.39
2023,4,1,20,95.43,8.97,0.0,256.3,7.22
2023,4,1,21,95.48,8.8,0.0,259.1,7.13
2023,4,1,22,95.54,7.98,0.0,259.5,6.97
2023,4,1,23,95.58,7.7,0.0,262.25,6.84
2023,4,2,0,95.63,7.52,0.0,267.86,6.8
2023,4,2,1,95.68,6.88,0.0,269.93,6.64
2023,4,2,2,95.73,6.41,0.0,272.17,6.5
2023,4,2,3,95.78,6.18,0.0,274.2,6.43
2023,4,2,4,95.85,6.0,0.0,277.86,6.46
2023,4,2,5,95.91,5.49,0.0,284.41,6.44
2023,4,2,6,96.0,4.89,21.74,296.28,6.44
2023,4,2,7,96.08,4.54,44.95,316.67,6.42
2023,4,2,8,96.18,4.71,94.7,343.52,6.15
2023,4,2,9,96.29,4.72,139.95,10.21,5.94
2023,4,2,10,96.39,5.23,206.78,30.93,5.87
2023,4,2,11,96.47,5.82,256.15,46.47,5.83
2023,4,2,12,96.55,6.15,400.97,54.41,6.08
2023,4,2,13,96.61,6.18,275.05,54.72,6.73
2023,4,2,14,96.65,6.25,173.38,51.85,7.51
2023,4,2,15,96.68,6.47,148.48,47.45,8.07
2023,4,2,16,96.74,6.94,97.88,43.81,7.87
2023,4,2,17,96.83,7.26,47.58,41.99,6.66
2023,4,2,18,96.94,7.8,19.37,41.79,4.19
2023,4,2,19,97.09,8.07,0.0,44.45,2.21
2023,4,2,20,97.2,7.32,0.0,48.64,0.75
2023,4,2,21,97.29,6.71,0.0,48.63,-0.37
2023,4,2,22,97.34,6.15,0.0,44.49,-1.21
2023,4,2,23,97.37,5.98,0.0,39.01,-1.74
2023,4,3,0,97.37,6.32,0.0,38.02,-2.0
2023,4,3,1,97.37,6.46,0.0,39.5,-1.75
2023,4,3,2,97.36,6.47,0.0,41.67,-1.32
2023,4,3,3,97.36,6.37,0.0,42.67,-0.98
2023,4,3,4,97.37,6.32,0.0,43.75,-0.96
2023,4,3,5,97.39,6.49,0.0,44.85,-1.24
2023,4,3,6,97.42,6.39,43.3,45.5,-0.7
2023,4,3,7,97.47,6.68,157.73,48.8,0.6
2023,4,3,8,97.52,7.31,277.49,50.34,1.99
2023,4,3,9,97.56,7.55,420.23,50.76,3.21
2023,4,3,10,97.56,7.3,419.85,52.61,4.31
2023,4,3,11,97.53,7.05,577.09,54.02,5.3
2023,4,3,12,97.49,6.96,623.39,53.86,6.06
2023,4,3,13,97.44,6.98,656.0,52.41,6.47
2023,4,3,14,97.39,7.13,578.92,50.43,6.51
2023,4,3,15,97.37,7.37,455.46,49.08,6.12
2023,4,3,16,97.38,7.61,299.55,49.29,5.21
2023,4,3,17,97.4,7.56,144.85,51.0,3.81
2023,4,3,18,97.45,7.36,26.89,51.85,2.05
2023,4,3,19,97.5,7.57,0.0,54.62,0.44
2023,4,3,20,97.55,7.32,0.0,56.36,-0.95
2023,4,3,21,97.58,6.93,0.0,56.83,-2.0
2023,4,3,22,97.58,6.84,0.0,57.74,-2.75
2023,4,3,23,97.57,6.81,0.0,57.9,-3.39
2023,4,4,0,97.54,6.77,0.0,57.72,-3.85
2023,4,4,1,97.5,6.74,0.0,57.99,-4.14
2023,4,4,2,97.46,6.52,0.0,58.92,-4.35
2023,4,4,3,97.44,6.19,0.0,58.78,-4.45
2023,4,4,4,97.42,5.99,0.0,57.14,-4.47
2023,4,4,5,97.42,5.96,0.0,52.89,-4.37
2023,4,4,6,97.43,5.51,56.08,50.01,-2.63
2023,4,4,7,97.44,5.5,218.0,58.66,-0.24
2023,4,4,8,97.43,5.71,372.91,65.5,1.43
2023,4,4,9,97.43,5.45,427.12,64.9,2.48
2023,4,4,10,97.43,5.11,460.87,60.69,3.55
2023,4,4,11,97.41,4.91,502.23,53.4,4.29
2023,4,4,12,97.39,4.91,516.62,45.65,5.06
2023,4,4,13,97.35,5.03,544.71,39.52,5.69
2023,4,4,14,97.31,5.11,508.18,36.1,5.88
2023,4,4,15,97.26,5.06,416.44,36.22,5.64
2023,4,4,16,97.22,4.91,294.66,38.93,4.96
2023,4,4,17,97.19,4.65,149.84,40.16,3.87
2023,4,4,18,97.19,4.86,26.21,39.39,1.56
2023,4,4,19,97.23,5.56,0.0,44.54,0.39
2023,4,4,20,97.26,5.99,0.0,54.07,-0.02
2023,4,4,21,97.27,6.16,0.0,67.15,-0.48
2023,4,4,22,97.26,6.34,0.0,79.85,-0.99
2023,4,4,23,97.24,6.43,0.0,89.1,-1.81
2023,4,5,0,97.22,6.4,0.0,96.17,-2.64
2023,4,5,1,97.18,6.29,0.0,102.05,-3.22
2023,4,5,2,97.15,6.14,0.0,106.04,-3.74
2023,4,5,3,97.13,5.79,0.0,106.38,-4.1
2023,4,5,4,97.12,5.41,0.0,104.14,-4.23
2023,4,5,5,97.12,5.11,0.0,101.28,-4.3
2023,4,5,6,97.12,4.67,66.24,99.43,-2.67
2023,4,5,7,97.12,3.78,218.27,99.4,-0.42
2023,4,5,8,97.12,4.05,382.66,99.88,2.11
2023,4,5,9,97.1,3.91,555.75,98.39,3.4
2023,4,5,10,97.08,3.59,604.43,99.01,4.51
2023,4,5,11,97.04,3.09,690.97,98.44,5.53
2023,4,5,12,97.0,2.54,696.27,95.66,6.28
2023,4,5,13,96.96,1.97,627.67,89.77,6.84
2023,4,5,14,96.91,1.46,586.66,77.3,7.15
2023,4,5,15,96.88,1.17,475.02,56.74,7.1
2023,4,5,16,96.86,1.19,323.2,43.41,6.63
2023,4,5,17,96.86,1.52,159.52,45.83,5.72
2023,4,5,18,96.88,2.34,31.4,58.91,3.6
2023,4,5,19,96.91,3.28,0.0,74.51,1.85
2023,4,5,20,96.94,4.09,0.0,90.87,0.72
2023,4,5,21,96.95,4.74,0.0,106.58,-0.24
2023,4,5,22,96.95,5.19,0.0,121.08,-1.13
2023,4,5,23,96.93,5.55,0.0,134.2,-1.87
2023,4,6,0,96.91,5.67,0.0,145.39,-2.51
2023,4,6,1,96.88,5.37,0.0,155.04,-3.0
2023,4,6,2,96.87,4.85,0.0,162.29,-3.22
2023,4,6,3,96.87,4.31,0.0,166.47,-3.31
2023,4,6,4,96.86,4.03,0.0,165.4,-3.42
2023,4,6,5,96.87,4.18,0.0,160.35,-3.64
2023,4,6,6,96.87,4.52,66.93,156.01,-1.84
2023,4,6,7,96.9,3.73,223.55,152.04,0.34
2023,4,6,8,96.91,3.28,384.24,159.97,3.5
2023,4,6,9,96.91,2.75,529.96,173.97,6.33
2023,4,6,10,96.9,2.28,640.48,184.52,7.69
2023,4,6,11,96.87,1.96,722.9,197.86,8.74
2023,4,6,12,96.83,1.77,754.16,216.01,9.58
2023,4,6,13,96.79,1.73,693.55,236.81,10.18
2023,4,6,14,96.75,1.77,641.59,254.68,10.48
2023,4,6,15,96.72,1.7,512.07,268.42,10.43
2023,4,6,16,96.71,1.41,350.95,283.11,10.06
2023,4,6,17,96.71,0.86,174.7,317.94,9.24
2023,4,6,18,96.7,1.21,29.61,48.4,7.27
2023,4,6,19,96.73,2.55,0.0,83.31,5.24
2023,4,6,20,96.75,3.85,0.0,102.31,3.3
2023,4,6,21,96.74,4.89,0.0,116.16,1.8
2023,4,6,22,96.72,5.79,0.0,130.51,0.85
2023,4,6,23,96.7,6.51,0.0,144.33,0.28
2023,4,7,0,96.68,6.86,0.0,154.86,-0.11
2023,4,7,1,96.65,6.72,0.0,162.34,-0.58
2023,4,7,2,96.62,6.12,0.0,168.59,-1.11
2023,4,7,3,96.59,5.26,0.0,175.31,-1.31
2023,4,7,4,96.56,4.09,0.0,185.81,-1.06
2023,4,7,5,96.55,3.07,0.0,196.09,-0.75
2023,4,7,6,96.55,2.31,53.02,192.11,0.96
2023,4,7,7,96.56,1.59,176.99,175.49,2.99
2023,4,7,8,96.57,1.61,305.34,156.29,5.36
2023,4,7,9,96.56,2.49,475.9,144.71,7.85
2023,4,7,10,96.54,2.84,503.02,144.17,9.53
2023,4,7,11,96.54,2.43,504.59,147.74,10.74
2023,4,7,12,96.52,1.57,528.76,150.26,11.5
2023,4,7,13,96.5,0.68,473.23,128.97,11.83
2023,4,7,14,96.47,0.69,433.4,43.63,12.1
2023,4,7,15,96.47,1.32,352.23,18.65,11.93
2023,4,7,16,96.48,1.9,223.95,9.0,11.48
2023,4,7,17,96.51,2.49,118.04,358.03,10.4
2023,4,7,18,96.56,3.44,25.1,350.86,7.56
2023,4,7,19,96.62,4.62,0.0,356.51,5.52
2023,4,7,20,96.67,5.47,0.0,5.74,4.4
2023,4,7,21,96.71,5.8,0.0,16.85,3.35
2023,4,7,22,96.73,5.87,0.0,27.66,2.38
2023,4,7,23,96.75,5.73,0.0,37.18,1.49
2023,4,8,0,96.76,5.35,0.0,42.45,0.72
2023,4,8,1,96.77,4.89,0.0,41.18,0.18
2023,4,8,2,96.78,4.58,0.0,31.33,-0.16
2023,4,8,3,96.81,4.58,0.0,19.52,-0.23
2023,4,8,4,96.84,4.6,0.0,10.17,-0.08
2023,4,8,5,96.86,4.62,0.0,3.01,0.22
2023,4,8,6,96.88,4.66,30.86,356.64,1.34
2023,4,8,7,96.91,4.44,61.27,356.97,2.1
2023,4,8,8,96.96,4.65,106.22,2.89,3.06
2023,4,8,9,96.99,4.76,155.66,9.63,4.37
2023,4,8,10,97.02,4.75,175.94,16.44,5.34
2023,4,8,11,97.03,4.77,219.49,24.97,6.42
2023,4,8,12,97.03,4.84,214.48,30.25,7.63
2023,4,8,13,97.02,4.96,196.98,31.34,8.48
2023,4,8,14,97.01,5.1,177.48,32.81,9.1
2023,4,8,15,97.01,5.22,169.48,34.52,9.16
2023,4,8,16,97.03,5.2,113.73,36.08,8.76
2023,4,8,17,97.07,4.75,48.21,36.7,7.9
2023,4,8,18,97.13,4.79,28.41,37.37,5.7
2023,4,8,19,97.21,5.2,0.0,43.6,4.2
2023,4,8,20,97.28,5.28,0.0,53.25,3.62
2023,4,8,21,97.32,5.08,0.0,64.1,2.94
2023,4,8,22,97.33,4.96,0.0,72.76,2.19
2023,4,8,23,97.33,5.06,0.0,79.42,1.39
2023,4,9,0,97.34,5.25,0.0,85.9,0.87
2023,4,9,1,97.33,5.38,0.0,90.83,0.34
2023,4,9,2,97.34,5.47,0.0,93.85,0.17
2023,4,9,3,97.35,5.41,0.0,95.8,0.03
2023,4,9,4,97.36,5.31,0.0,95.83,-0.0
2023,4,9,5,97.38,5.05,0.0,95.51,0.05
2023,4,9,6,97.41,4.28,63.48,95.66,1.26
2023,4,9,7,97.43,3.7,215.21,95.57,2.8
2023,4,9,8,97.45,3.96,358.77,97.03,5.49
2023,4,9,9,97.45,4.26,483.82,98.34,7.86
2023,4,9,10,97.44,4.16,590.23,102.37,9.35
2023,4,9,11,97.43,3.87,568.45,105.44,10.43
2023,4,9,12,97.42,3.72,545.17,106.49,10.99
2023,4,9,13,97.4,3.49,547.09,105.43,11.38
2023,4,9,14,97.37,3.28,439.27,101.52,11.55
2023,4,9,15,97.34,3.21,368.0,96.29,11.34
2023,4,9,16,97.32,3.12,229.89,92.58,10.98
2023,4,9,17,97.32,3.07,125.95,91.75,10.19
2023,4,9,18,97.33,3.27,30.91,96.04,7.69
2023,4,9,19,97.37,3.76,0.0,103.72,5.98
2023,4,9,20,97.41,4.48,0.0,114.42,4.89
2023,4,9,21,97.42,5.36,0.0,125.15,3.94
2023,4,9,22,97.42,6.17,0.0,132.43,3.24
2023,4,9,23,97.42,6.61,0.0,136.44,2.62
2023,4,10,0,97.4,6.56,0.0,138.09,2.01
2023,4,10,1,97.37,6.12,0.0,138.42,1.36
2023,4,10,2,97.36,5.54,0.0,137.06,0.76
2023,4,10,3,97.36,5.18,0.0,133.72,0.28
2023,4,10,4,97.37,5.22,0.0,129.72,-0.11
2023,4,10,5,97.36,5.74,0.0,127.65,0.64
2023,4,10,6,97.36,5.58,76.23,128.3,2.58
2023,4,10,7,97.36,4.76,220.22,129.28,3.48
2023,4,10,8,97.38,5.15,383.5,134.39,4.95
2023,4,10,9,97.37,5.87,509.1,139.16,7.91
2023,4,10,10,97.32,6.23,674.85,139.94,10.4
2023,4,10,11,97.26,6.39,725.34,139.61,11.85
2023,4,10,12,97.18,6.49,733.91,141.35,12.74
2023,4,10,13,97.1,6.6,712.77,145.37,13.15
2023,4,10,14,97.0,6.79,631.27,149.51,13.31
2023,4,10,15,96.9,7.0,459.72,152.98,13.0
2023,4,10,16,96.84,7.08,326.47,156.38,12.14
2023,4,10,17,96.79,7.2,161.85,156.55,10.83
2023,4,10,18,96.74,8.04,32.44,155.38,8.76
2023,4,10,19,96.72,8.79,0.0,156.71,7.62
2023,4,10,20,96.7,9.09,0.0,158.35,7.28
2023,4,10,21,96.64,9.32,0.0,159.64,6.87
2023,4,10,22,96.57,9.28,0.0,165.76,6.38
2023,4,10,23,96.5,8.98,0.0,173.0,6.05
2023,4,11,0,96.42,8.49,0.0,182.0,5.71
2023,4,11,1,96.31,8.06,0.0,199.42,5.63
2023,4,11,2,96.23,7.84,0.0,212.37,6.23
2023,4,11,3,96.14,7.83,0.0,214.55,6.98
2023,4,11,4,96.09,7.47,0.0,222.97,7.18
2023,4,11,5,96.11,8.0,0.0,256.68,7.19
2023,4,11,6,96.18,9.44,49.69,280.4,6.92
2023,4,11,7,96.21,8.59,112.82,278.37,7.15
2023,4,11,8,96.28,10.49,224.01,274.01,8.42
2023,4,11,9,96.3,10.88,352.48,274.94,9.63
2023,4,11,10,96.32,11.28,491.17,278.61,10.3
2023,4,11,11,96.33,11.07,531.84,280.53,10.71
2023,4,11,12,96.34,10.93,589.71,282.09,11.09
2023,4,11,13,96.35,10.77,529.84,284.62,10.99
2023,4,11,14,96.37,10.37,454.02,287.36,10.8
2023,4,11,15,96.38,9.8,388.38,288.45,10.34
2023,4,11,16,96.39,8.8,272.55,287.94,10.05
2023,4,11,17,96.4,7.16,146.07,285.45,9.39
2023,4,11,18,96.4,6.19,41.25,279.15,7.15
2023,4,11,19,96.43,6.0,0.0,272.24,5.51
2023,4,11,20,96.44,5.79,0.0,265.59,4.87
2023,4,11,21,96.41,5.33,0.0,257.98,4.28
2023,4,11,22,96.35,4.67,0.0,251.17,3.86
2023,4,11,23,96.28,3.8,0.0,243.22,3.82
2023,4,12,0,96.22,3.17,0.0,227.9,3.92
2023,4,12,1,96.15,3.17,0.0,204.16,3.79
2023,4,12,2,96.08,4.0,0.0,185.15,3.45
2023,4,12,3,96.01,5.13,0.0,179.39,3.33
2023,4,12,4,95.97,5.93,0.0,176.6,3.37
2023,4,12,5,95.91,6.49,6.12,169.6,3.6
2023,4,12,6,95.86,6.53,36.06,162.8,4.08
2023,4,12,7,95.8,6.81,81.26,158.03,4.62
2023,4,12,8,95.73,8.15,127.16,158.47,5.18
2023,4,12,9,95.63,9.6,159.69,160.61,5.76
2023,4,12,10,95.55,10.08,225.94,165.68,6.3
2023,4,12,11,95.46,9.43,270.23,174.25,6.97
2023,4,12,12,95.37,8.65,228.8,180.36,8.19
2023,4,12,13,95.25,8.0,202.18,189.21,10.16
2023,4,12,14,95.14,7.61,107.76,200.31,11.44
2023,4,12,15,95.08,7.61,169.57,213.05,11.61
2023,4,12,16,95.08,8.76,114.37,227.49,11.16
2023,4,12,17,95.08,8.98,70.96,232.6,10.78
2023,4,12,18,95.1,8.99,23.48,234.76,9.94
2023,4,12,19,95.14,8.78,0.0,240.77,9.2
2023,4,12,20,95.19,7.64,0.0,242.47,8.58
2023,4,12,21,95.23,8.72,0.0,252.15,8.3
2023,4,12,22,95.29,8.73,0.0,257.64,7.77
2023,4,12,23,95.36,8.52,0.0,259.6,7.06
2023,4,13,0,95.37,7.32,0.0,256.36,6.28
2023,4,13,1,95.38,6.56,0.0,251.24,5.66
2023,4,13,2,95.39,6.25,0.0,244.52,5.16
2023,4,13,3,95.41,6.9,0.0,246.72,4.89
2023,4,13,4,95.44,6.93,0.0,243.64,4.51
2023,4,13,5,95.47,6.56,6.32,237.5,4.0
2023,4,13,6,95.5,6.58,68.98,238.35,4.23
2023,4,13,7,95.53,6.8,148.62,238.16,5.14
2023,4,13,8,95.56,8.19,259.68,241.58,6.08
2023,4,13,9,95.58,7.95,334.07,244.49,6.9
2023,4,13,10,95.59,7.32,375.62,245.54,7.64
2023,4,13,11,95.6,6.63,418.0,246.0,8.15
2023,4,13,12,95.6,6.04,322.95,246.52,8.44
2023,4,13,13,95.61,5.5,283.32,250.15,8.65
2023,4,13,14,95.59,5.14,322.03,259.85,8.83
2023,4,13,15,95.57,4.88,226.78,271.56,8.91
2023,4,13,16,95.59,4.53,164.05,278.54,8.53
2023,4,13,17,95.62,3.89,88.4,283.37,7.73
2023,4,13,18,95.66,3.55,22.27,286.76,6.33
2023,4,13,19,95.72,3.36,0.0,287.47,5.18
2023,4,13,20,95.75,3.63,0.0,289.76,4.78
2023,4,13,21,95.75,4.07,0.0,296.66,4.36
2023,4,13,22,95.74,4.5,0.0,304.38,3.98
2023,4,13,23,95.74,4.54,0.0,313.12,3.68
2023,4,14,0,95.73,4.66,0.0,324.28,3.52
2023,4,14,1,95.69,5.16,0.0,335.61,3.64
2023,4,14,2,95.66,5.05,0.0,342.24,3.59
2023,4,14,3,95.73,3.99,0.0,337.45,3.51
2023,4,14,4,95.71,4.32,0.0,335.1,3.42
2023,4,14,5,95.7,4.4,5.88,330.89,3.19
2023,4,14,6,95.74,3.91,61.57,327.39,3.25
2023,4,14,7,95.73,4.44,161.83,325.69,3.69
2023,4,14,8,95.76,5.01,258.88,335.07,4.78
2023,4,14,9,95.79,4.91,352.19,333.35,5.62
2023,4,14,10,95.77,5.18,429.14,335.76,6.58
2023,4,14,11,95.74,5.71,431.24,336.95,7.83
2023,4,14,12,95.7,6.16,397.91,337.31,9.31
2023,4,14,13,95.66,6.58,374.98,339.63,9.58
2023,4,14,14,95.61,6.95,326.58,339.53,9.56
2023,4,14,15,95.58,6.91,246.38,340.85,9.44
2023,4,14,16,95.58,6.26,172.65,341.36,8.93
2023,4,14,17,95.6,5.48,77.38,344.38,8.21
2023,4,14,18,95.62,5.04,17.3,348.2,6.73
2023,4,14,19,95.65,4.91,0.0,349.74,5.51
2023,4,14,20,95.66,4.64,0.0,349.52,5.03
2023,4,14,21,95.66,4.31,0.0,347.32,4.44
2023,4,14,22,95.64,4.54,0.0,344.53,3.84
2023,4,14,23,95.6,5.16,0.0,342.74,3.34
2023,4,15,0,95.56,5.72,0.0,339.29,2.72
2023,4,15,1,95.52,6.08,0.0,333.53,2.55
2023,4,15,2,95.47,6.3,0.0,325.66,2.54
2023,4,15,3,95.45,6.34,0.0,319.5,2.93
2023,4,15,4,95.44,6.4,0.0,312.28,3.28
2023,4,15,5,95.42,6.67,6.18,306.95,3.33
2023,4,15,6,95.43,6.76,45.44,304.11,3.52
2023,4,15,7,95.46,6.91,65.41,307.88,3.4
2023,4,15,8,95.51,6.78,126.71,310.98,3.42
2023,4,15,9,95.56,6.74,200.2,314.15,3.79
2023,4,15,10,95.59,6.77,195.11,319.82,4.61
2023,4,15,11,95.61,6.62,220.39,324.23,5.46
2023,4,15,12,95.65,6.32,234.36,327.72,6.08
2023,4,15,13,95.7,5.98,182.95,330.82,6.49
2023,4,15,14,95.74,5.68,113.84,333.43,7.01
2023,4,15,15,95.79,5.35,77.95,335.04,7.31
2023,4,15,16,95.85,5.06,70.45,333.4,7.3
2023,4,15,17,95.91,4.82,50.57,326.9,6.83
2023,4,15,18,95.98,4.91,23.05,321.53,6.08
2023,4,15,19,96.07,5.06,0.0,324.05,5.62
2023,4,15,20,96.14,4.63,0.0,326.28,5.46
2023,4,15,21,96.19,4.21,0.0,326.28,5.24
2023,4,15,22,96.24,3.95,0.0,326.94,5.11
2023,4,15,23,96.27,3.71,0.0,327.05,4.96
2023,4,16,0,96.3,3.53,0.0,328.95,4.73
2023,4,16,1,96.32,3.47,0.0,333.84,4.7
2023,4,16,2,96.35,3.45,0.0,342.88,4.82
2023,4,16,3,96.4,3.45,0.0,352.84,4.83
2023,4,16,4,96.43,3.23,0.0,359.58,4.66
2023,4,16,5,96.47,2.89,6.38,1.08,4.48
2023,4,16,6,96.52,2.44,43.21,1.65,5.4
2023,4,16,7,96.57,2.0,58.45,11.49,6.37
2023,4,16,8,96.62,1.54,99.25,20.83,7.21
2023,4,16,9,96.65,1.17,165.12,31.03,8.73
2023,4,16,10,96.67,0.94,253.7,29.98,10.4
2023,4,16,11,96.7,0.91,227.66,19.98,11.15
2023,4,16,12,96.72,1.13,247.88,3.58,11.58
2023,4,16,13,96.74,1.73,271.52,354.55,11.63
2023,4,16,14,96.76,2.33,244.12,356.35,11.48
2023,4,16,15,96.77,2.85,216.13,359.69,11.19
2023,4,16,16,96.8,3.42,144.84,4.59,10.62
2023,4,16,17,96.84,3.97,92.56,6.78,9.83
2023,4,16,18,96.88,4.72,24.34,7.33,8.61
2023,4,16,19,96.93,5.66,0.0,12.77,7.29
2023,4,16,20,96.97,5.95,0.0,17.74,6.67
2023,4,16,21,97.0,5.83,0.0,21.79,6.14
2023,4,16,22,97.0,5.71,0.0,23.27,5.88
2023,4,16,23,97.0,5.65,0.0,23.2,5.75
2023,4,17,0,96.98,5.6,0.0,22.23,5.72
2023,4,17,1,96.97,5.62,0.0,21.28,5.67
2023,4,17,2,96.97,5.58,0.0,20.67,5.64
2023,4,17,3,96.99,5.74,0.0,22.06,5.66
2023,4,17,4,97.0,5.74,0.0,24.19,5.74
2023,4,17,5,97.01,5.62,8.3,24.21,5.82
2023,4,17,6,97.04,5.49,55.84,25.44,6.26
2023,4,17,7,97.07,5.87,92.8,30.62,6.9
2023,4,17,8,97.09,5.93,148.73,36.27,8.14
2023,4,17,9,97.1,5.49,222.21,37.83,9.23
2023,4,17,10,97.1,5.12,256.4,36.75,10.31
2023,4,17,11,97.09,4.97,309.29,32.94,11.02
2023,4,17,12,97.08,5.22,276.01,28.14,11.58
2023,4,17,13,97.06,5.72,352.46,25.58,11.65
2023,4,17,14,97.05,6.19,265.36,25.82,11.39
2023,4,17,15,97.05,6.56,210.73,28.21,10.91
2023,4,17,16,97.05,6.88,131.49,30.06,10.21
2023,4,17,17,97.07,7.03,71.54,29.87,9.28
2023,4,17,18,97.09,7.14,30.35,28.92,7.97
2023,4,17,19,97.14,7.26,0.0,31.12,6.5
2023,4,17,20,97.17,7.0,0.0,37.7,5.65
2023,4,17,21,97.17,6.78,0.0,44.16,4.9
2023,4,17,22,97.16,6.66,0.0,49.28,4.26
2023,4,17,23,97.15,6.52,0.0,52.79,3.73
2023,4,18,0,97.13,6.27,0.0,53.42,3.33
2023,4,18,1,97.11,5.93,0.0,49.87,3.33
2023,4,18,2,97.1,5.81,0.0,48.81,4.0
2023,4,18,3,97.1,5.86,0.0,50.35,4.55
2023,4,18,4,97.1,6.06,0.0,51.59,4.87
2023,4,18,5,97.13,6.38,9.55,56.58,5.1
2023,4,18,6,97.15,6.35,78.32,58.73,5.73
2023,4,18,7,97.19,6.95,127.63,62.14,6.94
2023,4,18,8,97.21,7.97,223.68,68.39,8.55
2023,4,18,9,97.22,8.3,307.2,69.11,9.99
2023,4,18,10,97.21,8.48,315.75,66.72,11.35
2023,4,18,11,97.19,8.67,335.66,64.04,12.28
2023,4,18,12,97.16,8.69,361.34,62.54,12.74
2023,4,18,13,97.14,8.63,358.1,62.16,12.63
2023,4,18,14,97.12,8.57,228.24,62.36,12.26
2023,4,18,15,97.12,8.48,164.98,62.51,11.62
2023,4,18,16,97.14,8.28,101.7,62.64,10.85
2023,4,18,17,97.18,7.78,49.24,62.05,10.09
2023,4,18,18,97.21,7.18,25.88,58.02,8.92
2023,4,18,19,97.26,7.31,0.0,54.97,7.65
2023,4,18,20,97.31,7.58,0.0,57.19,7.23
2023,4,18,21,97.32,7.47,0.0,59.12,6.88
2023,4,18,22,97.3,7.25,0.0,60.34,6.57
2023,4,18,23,97.28,7.28,0.0,60.49,6.17
2023,4,19,0,97.25,6.9,0.0,57.53,5.68
2023,4,19,1,97.21,6.67,0.0,52.62,5.12
2023,4,19,2,97.18,6.27,0.0,47.32,4.98
2023,4,19,3,97.16,5.82,0.0,40.21,5.23
2023,4,19,4,97.15,5.47,0.0,31.92,5.65
2023,4,19,5,97.12,5.29,11.08,24.71,5.92
2023,4,19,6,97.1,5.25,52.98,18.49,6.64
2023,4,19,7,97.08,5.92,99.73,16.5,7.18
2023,4,19,8,97.05,6.78,122.24,17.98,7.34
2023,4,19,9,97.02,7.64,169.47,22.05,7.98
2023,4,19,10,96.97,8.17,250.66,24.34,9.15
2023,4,19,11,96.91,8.28,379.55,25.11,10.19
2023,4,19,12,96.86,8.2,614.45,24.86,11.04
2023,4,19,13,96.8,8.26,690.7,23.53,11.38
2023,4,19,14,96.76,8.46,604.51,21.9,11.14
2023,4,19,15,96.74,8.76,444.92,22.29,10.29
2023,4,19,16,96.74,8.77,298.23,25.95,9.16
2023,4,19,17,96.75,8.18,175.85,30.93,7.91
2023,4,19,18,96.77,6.82,53.23,32.6,6.27
2023,4,19,19,96.8,6.29,0.0,35.9,3.99
2023,4,19,20,96.82,5.89,0.0,45.16,3.09
2023,4,19,21,96.81,5.51,0.0,56.51,2.36
2023,4,19,22,96.79,5.2,0.0,65.71,1.7
2023,4,19,23,96.74,5.01,0.0,73.6,1.1
2023,4,20,0,96.69,5.12,0.0,81.23,0.55
2023,4,20,1,96.64,5.66,0.0,87.55,0.06
2023,4,20,2,96.6,6.41,0.0,91.68,-0.33
2023,4,20,3,96.57,6.95,0.0,93.54,-0.65
2023,4,20,4,96.54,7.09,0.0,93.54,-0.95
2023,4,20,5,96.53,6.6,12.48,91.15,-0.28
2023,4,20,6,96.53,6.5,91.89,89.66,0.93
